銘柄コード,銘柄名,市場区分,日経225採否
3010,ポラリス・ホールディングス,スタンダード（内国株式）,False
3011,バナーズ,スタンダード（内国株式）,False
3020,アプライド,スタンダード（内国株式）,False
3021,パシフィックネット,スタンダード（内国株式）,False
3023,ラサ商事,スタンダード（内国株式）,False
3024,クリエイト,スタンダード（内国株式）,False
3028,アルペン,プライム（内国株式）,False
302A,ビースタイルホールディングス,グロース（内国株式）,False
3030,ハブ,スタンダード（内国株式）,False
3031,ラクーンホールディングス,プライム（内国株式）,False
3034,クオールホールディングス,プライム（内国株式）,False
3035,ケイティケイ,スタンダード（内国株式）,False
3036,アルコニックス,プライム（内国株式）,False
3038,神戸物産,プライム（内国株式）,False
303A,ｖｉｓｕｍｏ,グロース（内国株式）,False
3040,ソリトンシステムズ,プライム（内国株式）,False
3041,ビューティカダンホールディングス,スタンダード（内国株式）,False
3042,セキュアヴェイル,グロース（内国株式）,False
3045,カワサキ,スタンダード（内国株式）,False
3046,ジンズホールディングス,プライム（内国株式）,False
3048,ビックカメラ,プライム（内国株式）,False
304A,フォルシア,グロース（内国株式）,False
3050,ＤＣＭホールディングス,プライム（内国株式）,False
3053,ペッパーフードサービス,スタンダード（内国株式）,False
3054,ハイパー,スタンダード（内国株式）,False
3058,三洋堂ホールディングス,スタンダード（内国株式）,False
3059,ヒラキ,スタンダード（内国株式）,False
3063,ジェイグループホールディングス,グロース（内国株式）,False
3064,ＭｏｎｏｔａＲＯ,プライム（内国株式）,False
3065,ライフフーズ,スタンダード（内国株式）,False
3067,東京一番フーズ,スタンダード（内国株式）,False
3068,ＷＤＩ,スタンダード（内国株式）,False
3069,ＪＦＬＡホールディングス,スタンダード（内国株式）,False
3070,ジェリービーンズグループ,グロース（内国株式）,False
3071,ストリーム,スタンダード（内国株式）,False
3073,ＤＤグループ,プライム（内国株式）,False
3075,銚子丸,スタンダード（内国株式）,False
3076,あい　ホールディングス,プライム（内国株式）,False
3077,ホリイフードサービス,スタンダード（内国株式）,False
3079,ディーブイエックス,スタンダード（内国株式）,False
3080,ジェーソン,スタンダード（内国株式）,False
3082,きちりホールディングス,スタンダード（内国株式）,False
3083,スターシーズ,スタンダード（内国株式）,False
3086,Ｊ．フロント　リテイリング,プライム（内国株式）,True
3087,ドトール・日レスホールディングス,プライム（内国株式）,False
3088,マツキヨココカラ＆カンパニー,プライム（内国株式）,False
3089,テクノアルファ,スタンダード（内国株式）,False
3091,ブロンコビリー,プライム（内国株式）,False
3092,ＺＯＺＯ,プライム（内国株式）,True
3093,トレジャー・ファクトリー,プライム（内国株式）,False
3094,スーパーバリュー,スタンダード（内国株式）,False
3096,オーシャンシステム,スタンダード（内国株式）,False
3097,物語コーポレーション,プライム（内国株式）,False
3099,三越伊勢丹ホールディングス,プライム（内国株式）,True
3101,東洋紡,プライム（内国株式）,False
3103,ユニチカ,プライム（内国株式）,False
3104,富士紡ホールディングス,プライム（内国株式）,False
3105,日清紡ホールディングス,プライム（内国株式）,False
3106,倉敷紡績,プライム（内国株式）,False
3107,ダイワボウホールディングス,プライム（内国株式）,False
3109,シキボウ,プライム（内国株式）,False
3110,日東紡績,プライム（内国株式）,False
3111,オーミケンシ,スタンダード（内国株式）,False
3113,ＵＮＩＶＡ・Ｏａｋホールディングス,スタンダード（内国株式）,False
3116,トヨタ紡織,プライム（内国株式）,False
3121,マーチャント・バンカーズ,スタンダード（内国株式）,False
3123,サイボー,スタンダード（内国株式）,False
3131,シンデン・ハイテックス,スタンダード（内国株式）,False
3132,マクニカホールディングス,プライム（内国株式）,False
3133,海帆,グロース（内国株式）,False
3134,Ｈａｍｅｅ,スタンダード（内国株式）,False
3135,マーケットエンタープライズ,プライム（内国株式）,False
3137,ファンデリー,グロース（内国株式）,False
3138,富士山マガジンサービス,グロース（内国株式）,False
3139,ラクト・ジャパン,プライム（内国株式）,False
3140,ＢＲＵＮＯ,グロース（内国株式）,False
3141,ウエルシアホールディングス,プライム（内国株式）,False
3143,オーウイル,スタンダード（内国株式）,False
